event_timestamp,advertising_id,advertising_vendor_id,user_id,ad_unit,ad_network,instance_name,country,placement,segment,AB_Testing,revenue,facebook_encrypted_cpm,appKey,date,import_time
2023-12-20 05:24:57,18420384-1ad0-4265-892b-a8ac14d497a1,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARE1pXdOUoTUW3_GHd72D4wWvYMRVldWlI4vor3zZFjawpDT66eZnrbZaz5vLv2xTKZGKnMiVoIQwP2DcDk5yaXfYs2q8zOeCm19Istq,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 11:08:24,18420384-1ad0-4265-892b-a8ac14d497a1,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARFi8VynHbYwYdyUYHEJCCFRFkxqTjpZV2jPSg5M2tsIYDKUo5CdoZc3DlDPzf3HU8MeO5SEyS2XfpVG2rF81A2k9DKqNTltGm2n5RkFyKmHwl9IVpuXiA,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 05:32:38,18420384-1ad0-4265-892b-a8ac14d497a1,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARFYQ3mDzVC5DUfVBSLbt5Rq5SzUL1sshhI7nah67USlbeiTvpmLW4B1_rXsRHA9Ff7qNDtQijnRSOodskPNF0RED62f3ohlT5QmcgIh,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 13:08:40,5163bb7d-95be-42e1-94b4-b046ffdfe0bc,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARGSGyn2jl9jo4mbZFVR9_xSgv5U1wG7lg9AItbUr8E3lA5MOkKOqzHDMz6QCUqWMbkALDGMsmC5b85JITxbNy-my4u5RT3I6rO8KsAScF7MuWCGpL4eWg,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 07:58:13,9be49b37-c928-43ea-9583-a5981fc70d0c,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARGZCKshuZeifipJax1I3N9AfTbgz-jP7S-yHEPNW9N7Ie0L-cozRRMbkCXcomWlMp8ExQxw3IoLPlwz91RpKq9FqFIm0PIxgkYP369g,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 09:44:51,0bb517f1-93c9-4c27-b7bc-297ef60be87a,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,AREEi5b7qudHe2xUAJuiUB8v7UteAzY-7sXt4age7uKNZeE5TojGdcYJrMPMgAdoypiLeC6tY_SVu7TIWqXhbCPK4GhH_o6tAlm6Yg,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 15:02:45,7599b4a5-2a7a-4ec5-9af5-1eccef11e969,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARF3xr2Npu7mFbiOzygEn0-UB-Nh6-pBsxFwG-Tvcy6WtcbCXsAocJdE6hnP608gvbDtnAMn0wFspdUh-LrxvxLQ0Irmw-VM1u64LSI3yg,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 15:47:51,5163bb7d-95be-42e1-94b4-b046ffdfe0bc,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARFhHC44N-s24W5C21YZ4u5pbk9OdvrBFRX8HCPQtFqQyQDDmyCwArPsZpJDTx56B30u6Q_FwE4hcohk2xr2BtuJsKSFqMRx9g9kpgjpbFUlhLVpSQ6w,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 05:30:52,18420384-1ad0-4265-892b-a8ac14d497a1,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,AREdPPOoqL_5Icn5TOBBwjYAk93yg0I960cA1YWpv8QFDPR6B57o9T1Oqx3-4feqNudn-MNDCEKQxBqaDWTtoQ4gqMaCA0QCl3SoaU6Ylbmm4ugPrawSrQ,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 10:48:04,18420384-1ad0-4265-892b-a8ac14d497a1,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,AREwGJ68SHQS1NY2xR1kV3JoULId6nnkIRUCMPB9vfwqE9-JmLj07FZ2xoYcReXqIn62_2YkjtkKL0v2wj3y72hBLhB22jy-_edHvZ-RyvTgOUUZGykHDg,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 12:23:58,5e3ea169-a0c0-4566-a5fc-5ec1656c9a68,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARE0tLVc3uNjF5pwYl6Zbn4gQNCZSl2gvDguOxDHGYo6EE81fpc2rTpudzlJqgDShEP2ULPaLTb26r744Nu2Q1GFZ3UmVOMZWTIiGkWP,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 07:55:33,9be49b37-c928-43ea-9583-a5981fc70d0c,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARH4VeQ9u11AOX4DOXLMJP2P0ylF-dyOJEF4Re3OW5Ng6CXK4ekYh-zu8J02E-zz-MUybUzvlXcaCPJPCc2jEAdoeprQM83irXPmNBYgdg,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 07:51:16,9be49b37-c928-43ea-9583-a5981fc70d0c,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARF2W0ll1jVaDUHZMru5EqA9Ookg6N774FgZ0rsDij2rCWxCnIMhrLQCYZPFDzhnCkRl4rfUjoKdggGXX5NGVl8fRMRm0ySU6JS4hr9hMYk,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 15:01:43,7599b4a5-2a7a-4ec5-9af5-1eccef11e969,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARFcnO-Ysaf52nX_s5SVAA0xuUjLkaSSzv67G8aqUzF3Wl0HV4mrIK6wrRZaKjqr4NeO-Woc5ckiJOc0v4tztlIxRg-GNESNz-D8nUJVnA,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 15:03:50,7599b4a5-2a7a-4ec5-9af5-1eccef11e969,,,rewarded_video,Meta,Bidding,VN,defaultrewardedvideo,,A,0.00973,ARECrJrBDcZ6jjTtoFR2SnFQwrzt_PYKGHLqGVWK5g2_1jq7pw4LkuJic5_QABKPInDFkiYsEfDgmfHsbdkdSkh_12svdT3YOlXV1zdfbQ,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 07:40:25,cea2da8a-e301-4d70-9e57-d4e9e3ae44f9,,,rewarded_video,Meta,Bidding,ID,defaultrewardedvideo,,A,0.0,AREtKhSRmaCt9durrdLxi6QqRYz_BIaXrlGmkdQFfmGHbsKo4mZRkOdJ281r0_ja-H9JnTok5MH18_bqjk3PANXL_hkcEIn_47Blan73rvlv7FWnQcQgiw,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 07:39:23,cea2da8a-e301-4d70-9e57-d4e9e3ae44f9,,,rewarded_video,Meta,Bidding,ID,defaultrewardedvideo,,A,0.0,AREPdsFl0msbRVIZiPPNUZTscd_gJc8HWhjHP69SvCmr9bsHSH2uAybieNQq3HEPnovhbyfUNkQtnFUWhywCyMWlKupmavFm6YHwsihNgyA,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 06:12:59,cea2da8a-e301-4d70-9e57-d4e9e3ae44f9,,,rewarded_video,Meta,Bidding,ID,defaultrewardedvideo,,A,0.0,ARF-U3Uz700pfjfLAd1urK3R3lP2kE2297mKSCbOCam-pak2gMryYo7vDUZkVGMmMFzBfMUUNtcSqo4Pq4boS3bpfKooMhvnxIHk_60Y,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 15:29:41,5479ebf6-d68e-4f67-a3c1-dbbca7373431,,,rewarded_video,admob,Bidding,KH,defaultrewardedvideo,,A,0.00654,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 23:17:59,0ab76ef1-7408-4cbd-9c73-c2f69ca3d070,,,rewarded_video,admob,Bidding,ID,defaultrewardedvideo,,A,0.004407,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 08:17:54,e4429ec5-de34-4b68-a050-95806b17d094,,,rewarded_video,admob,Bidding,EG,defaultrewardedvideo,,A,0.000579,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 13:06:20,8c8d1aaf-b3f5-4dad-b4c0-2b5ee43121fd,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.005637,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 23:07:53,8c8d1aaf-b3f5-4dad-b4c0-2b5ee43121fd,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.008182,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:02:28,a7f84619-c43b-4623-aedf-883242bdd483,,,rewarded_video,admob,Bidding,FR,defaultrewardedvideo,,A,0.29285,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:37:27,74442be3-6f79-4a9c-b52c-982207ad2889,,,rewarded_video,admob,Bidding,KR,defaultrewardedvideo,,A,0.006412,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 02:39:53,9a89c1cc-d73d-47e8-9d7b-84f8d6ee197a,,,rewarded_video,admob,Bidding,US,defaultrewardedvideo,,A,0.013854,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 02:39:00,9a89c1cc-d73d-47e8-9d7b-84f8d6ee197a,,,rewarded_video,admob,Bidding,US,defaultrewardedvideo,,A,0.021169,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 18:40:18,6417ad01-f930-40d7-beae-9f14e9d009d2,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.003364,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 05:26:04,18420384-1ad0-4265-892b-a8ac14d497a1,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.003362,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:47:50,74442be3-6f79-4a9c-b52c-982207ad2889,,,rewarded_video,admob,Bidding,KR,defaultrewardedvideo,,A,0.003706,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 16:43:43,8c8d1aaf-b3f5-4dad-b4c0-2b5ee43121fd,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.004894,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 12:39:23,2424823b-c7ff-4c22-b421-3f80a1a2863a,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.001998,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 12:31:27,c1e67d06-0951-4cfd-80a1-4506bb34b45b,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.001545,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 06:50:13,6945cc7c-505d-4c63-8148-a2171af428ae,,,rewarded_video,admob,Bidding,US,defaultrewardedvideo,,A,0.043091,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 02:07:43,9a89c1cc-d73d-47e8-9d7b-84f8d6ee197a,,,rewarded_video,admob,Bidding,US,defaultrewardedvideo,,A,0.017643,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 05:29:41,18420384-1ad0-4265-892b-a8ac14d497a1,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.002077,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:56:06,74442be3-6f79-4a9c-b52c-982207ad2889,,,rewarded_video,admob,Bidding,KR,defaultrewardedvideo,,A,0.00352,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 13:39:51,439ea6f1-206a-415e-8bbe-0daa502d74a1,,,rewarded_video,admob,Bidding,TH,defaultrewardedvideo,,A,0.001788,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 03:44:36,31c23c4a-12b6-49df-aa05-d504144da73d,,,rewarded_video,admob,Bidding,MX,defaultrewardedvideo,,A,0.003115,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:29:07,74442be3-6f79-4a9c-b52c-982207ad2889,,,rewarded_video,admob,Bidding,KR,defaultrewardedvideo,,A,0.006218,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 14:58:10,b8c7251a-fe61-45cd-8b58-c01ffea6cc4f,,,rewarded_video,admob,Bidding,US,defaultrewardedvideo,,A,0.024974,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 18:39:36,6417ad01-f930-40d7-beae-9f14e9d009d2,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.003045,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 13:18:35,8c8d1aaf-b3f5-4dad-b4c0-2b5ee43121fd,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.005047,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 04:16:00,a5407881-1cef-4ba8-80e2-ca19f666708e,,,rewarded_video,admob,Bidding,TW,defaultrewardedvideo,,A,0.030246,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 02:59:38,c0ab35cf-1ee2-465a-95e2-67d5351390d8,,,rewarded_video,admob,Bidding,KR,defaultrewardedvideo,,A,0.077741,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 12:17:38,88d178fc-1ecc-4111-923d-697c4ec2daed,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.003585,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 04:18:07,a5407881-1cef-4ba8-80e2-ca19f666708e,,,rewarded_video,admob,Bidding,TW,defaultrewardedvideo,,A,0.032968,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 08:57:17,75145f18-3798-4339-b2e8-d8b2a1494ea7,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.001844,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:41:01,ede7c15c-130d-477f-8276-a5ce24f5894c,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.015231,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 13:04:05,8c8d1aaf-b3f5-4dad-b4c0-2b5ee43121fd,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.01661,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 00:59:10,9a89c1cc-d73d-47e8-9d7b-84f8d6ee197a,,,rewarded_video,admob,Bidding,US,defaultrewardedvideo,,A,0.017386,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 13:40:25,439ea6f1-206a-415e-8bbe-0daa502d74a1,,,rewarded_video,admob,Bidding,TH,defaultrewardedvideo,,A,0.001454,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 10:49:01,ede7c15c-130d-477f-8276-a5ce24f5894c,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.014477,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 13:38:12,439ea6f1-206a-415e-8bbe-0daa502d74a1,,,rewarded_video,admob,Bidding,TH,defaultrewardedvideo,,A,0.001691,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 12:09:46,f5e3634d-0f04-45b0-b2c8-b3a9239de2ab,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.001035,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 16:27:06,2424823b-c7ff-4c22-b421-3f80a1a2863a,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.001248,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 14:59:50,a08ae09f-032b-4e5b-9f81-3b9e282f0c47,,,rewarded_video,admob,Bidding,TH,defaultrewardedvideo,,A,0.008105,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 19:21:42,6417ad01-f930-40d7-beae-9f14e9d009d2,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.002142,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:11:54,a7f84619-c43b-4623-aedf-883242bdd483,,,rewarded_video,admob,Bidding,FR,defaultrewardedvideo,,A,0.16652,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:30:23,74442be3-6f79-4a9c-b52c-982207ad2889,,,rewarded_video,admob,Bidding,KR,defaultrewardedvideo,,A,0.00497,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 07:51:54,9be49b37-c928-43ea-9583-a5981fc70d0c,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.002645,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 12:01:42,8f5242f5-3bac-4e79-bad0-89ae396aa8e3,,,rewarded_video,admob,Bidding,US,defaultrewardedvideo,,A,0.647619,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 05:28:16,18420384-1ad0-4265-892b-a8ac14d497a1,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.002532,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 12:30:19,c1e67d06-0951-4cfd-80a1-4506bb34b45b,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.002394,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 05:03:09,ad9d401f-a06a-4913-b14e-dc7da20ee453,,,rewarded_video,admob,Bidding,PH,defaultrewardedvideo,,A,0.009248,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 02:25:29,bbf8a5a8-9071-4109-84e3-6d262585ede3,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.006893,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 02:44:31,bbf8a5a8-9071-4109-84e3-6d262585ede3,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.004491,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 18:01:13,00000000-0000-0000-0000-000000000000,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.004477,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 12:46:57,2424823b-c7ff-4c22-b421-3f80a1a2863a,,,rewarded_video,admob,Bidding,VN,defaultrewardedvideo,,A,0.002516,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:49:08,74442be3-6f79-4a9c-b52c-982207ad2889,,,rewarded_video,admob,Bidding,KR,defaultrewardedvideo,,A,0.004214,,19b574ff5,2023-12-20,2023-12-29 17:44:07
2023-12-20 01:43:50,74442be3-6f79-4a9c-b52c-982207ad2889,,,rewarded_video,admob,Bidding,KR,defaultrewardedvideo,,A,0.003649,,19b574ff5,2023-12-20,2023-12-29 17:44:07
